sourceId,destinationId,relationship_type,source_system_name
2339001,246464006,Interprets,SNOMED CT
2339001,363896009,Interprets,SNOMED CT
2339001,363901006,Interprets,SNOMED CT
2339001,364644000,Interprets,SNOMED CT
2351004,15220000,Interprets,SNOMED CT
2351004,405824009,Interprets,SNOMED CT
2355008,44138005,Interprets,SNOMED CT
2355008,271603002,Interprets,SNOMED CT
2387006,103579009,Interprets,SNOMED CT
2387006,271905007,Interprets,SNOMED CT
2388001,386053000,Interprets,SNOMED CT
2391001,271603002,Interprets,SNOMED CT
2398007,29303009,Interprets,SNOMED CT
2398007,70337006,Interprets,SNOMED CT
2432006,29059006,Interprets,SNOMED CT
2437000,364320009,Interprets,SNOMED CT
2452007,364644000,Interprets,SNOMED CT
2472002,364201005,Interprets,SNOMED CT
2472002,442564008,Interprets,SNOMED CT
2473007,31763002,Interprets,SNOMED CT
2473007,313088003,Interprets,SNOMED CT
2496007,3850002,Interprets,SNOMED CT
2496007,311465003,Interprets,SNOMED CT
2496007,363870007,Interprets,SNOMED CT
2496007,364644000,Interprets,SNOMED CT
2518007,112092002,Interprets,SNOMED CT
2521009,47078008,Interprets,SNOMED CT
2521009,364644000,Interprets,SNOMED CT
2541004,3850002,Interprets,SNOMED CT
2541004,363871006,Interprets,SNOMED CT
2541004,363896009,Interprets,SNOMED CT
2541004,364644000,Interprets,SNOMED CT
2581006,6918002,Interprets,SNOMED CT
2593002,271603002,Interprets,SNOMED CT
2625009,44138005,Interprets,SNOMED CT
2625009,47078008,Interprets,SNOMED CT
2634004,15220000,Interprets,SNOMED CT
2634004,16354009,Interprets,SNOMED CT
2634004,33468001,Interprets,SNOMED CT
2634004,386053000,Interprets,SNOMED CT
2638001,271240001,Interprets,SNOMED CT
2640006,364636000,Interprets,SNOMED CT
2655002,278844005,Interprets,SNOMED CT
2657005,57378007,Interprets,SNOMED CT
2663001,57378007,Interprets,SNOMED CT
2665008,18373002,Interprets,SNOMED CT
2669002,33653009,Interprets,SNOMED CT
2688009,103579009,Interprets,SNOMED CT
2688009,271905007,Interprets,SNOMED CT
2694001,14089001,Interprets,SNOMED CT
2694001,441689006,Interprets,SNOMED CT
2720008,185983003,Interprets,SNOMED CT
2724004,42803009,Interprets,SNOMED CT
2724004,47078008,Interprets,SNOMED CT
2724004,364644000,Interprets,SNOMED CT
2733002,18373002,Interprets,SNOMED CT
2733002,406189006,Interprets,SNOMED CT
2736005,44138005,Interprets,SNOMED CT
2740001,57378007,Interprets,SNOMED CT
2761008,249617004,Interprets,SNOMED CT
2761008,364690008,Interprets,SNOMED CT
2761008,442514001,Interprets,SNOMED CT
2786004,364636000,Interprets,SNOMED CT
2790002,61402003,Interprets,SNOMED CT
2790002,281004000,Interprets,SNOMED CT
2790002,415823006,Interprets,SNOMED CT
2806008,255324009,Interprets,SNOMED CT
2806008,363847004,Interprets,SNOMED CT
2806008,363896009,Interprets,SNOMED CT
2806008,364644000,Interprets,SNOMED CT
2815001,76859005,Interprets,SNOMED CT
2815001,246464006,Interprets,SNOMED CT
2815001,363903009,Interprets,SNOMED CT
2815001,364644000,Interprets,SNOMED CT
2835000,14089001,Interprets,SNOMED CT
2835000,84054007,Interprets,SNOMED CT
2835000,404227002,Interprets,SNOMED CT
2835000,441689006,Interprets,SNOMED CT
2897005,61928009,Interprets,SNOMED CT
2897005,74848003,Interprets,SNOMED CT
2899008,3850002,Interprets,SNOMED CT
2899008,247625006,Interprets,SNOMED CT
2899008,247639006,Interprets,SNOMED CT
2899008,247642000,Interprets,SNOMED CT
2899008,311465003,Interprets,SNOMED CT
2899008,364644000,Interprets,SNOMED CT
2902006,15220000,Interprets,SNOMED CT
2902006,33468001,Interprets,SNOMED CT
2902006,252305002,Interprets,SNOMED CT
2904007,118255001,Interprets,SNOMED CT
2904007,364644000,Interprets,SNOMED CT
2904007,397594008,Interprets,SNOMED CT
2919008,39211005,Interprets,SNOMED CT
2919008,106079008,Interprets,SNOMED CT
2946003,39211005,Interprets,SNOMED CT
2946003,106079008,Interprets,SNOMED CT
2966007,18469004,Interprets,SNOMED CT
2967003,31763002,Interprets,SNOMED CT
2967003,313088003,Interprets,SNOMED CT
2990008,74765001,Interprets,SNOMED CT
2992000,255324009,Interprets,SNOMED CT
3006004,3850002,Interprets,SNOMED CT
3006004,6942003,Interprets,SNOMED CT
3006004,18373002,Interprets,SNOMED CT
3006004,364644000,Interprets,SNOMED CT
3021005,178960009,Interprets,SNOMED CT
3051004,276535009,Interprets,SNOMED CT
3067005,15220000,Interprets,SNOMED CT
3067005,252314007,Interprets,SNOMED CT
3067005,405824009,Interprets,SNOMED CT
3071008,224083004,Interprets,SNOMED CT
3071008,271905007,Interprets,SNOMED CT
3089009,278844005,Interprets,SNOMED CT
3094009,106079008,Interprets,SNOMED CT
3105002,15220000,Interprets,SNOMED CT
3105002,405824009,Interprets,SNOMED CT
3119002,6942003,Interprets,SNOMED CT
3158007,285854004,Interprets,SNOMED CT
3160009,66523006,Interprets,SNOMED CT
3160009,118255001,Interprets,SNOMED CT
3160009,397594008,Interprets,SNOMED CT
3185000,3850002,Interprets,SNOMED CT
3185000,311465003,Interprets,SNOMED CT
3185000,364644000,Interprets,SNOMED CT
3185000,424682006,Interprets,SNOMED CT
3200003,18373002,Interprets,SNOMED CT
3230006,74848003,Interprets,SNOMED CT
3230006,364320009,Interprets,SNOMED CT
3253007,248472001,Interprets,SNOMED CT
3253007,364533002,Interprets,SNOMED CT
3253007,386053000,Interprets,SNOMED CT
3272007,14089001,Interprets,SNOMED CT
3272007,441689006,Interprets,SNOMED CT
3277001,3850002,Interprets,SNOMED CT
3277001,364644000,Interprets,SNOMED CT
3286006,363788007,Interprets,SNOMED CT
3289004,281004000,Interprets,SNOMED CT
3289004,415823006,Interprets,SNOMED CT
3327002,31763002,Interprets,SNOMED CT
3368006,18373002,Interprets,SNOMED CT
3387000,18373002,Interprets,SNOMED CT
3387000,288547000,Interprets,SNOMED CT
3391005,15220000,Interprets,SNOMED CT
3391005,252416005,Interprets,SNOMED CT
3415004,247435005,Interprets,SNOMED CT
3424008,70337006,Interprets,SNOMED CT
3424008,78564009,Interprets,SNOMED CT
3424008,364075005,Interprets,SNOMED CT
3449007,3850002,Interprets,SNOMED CT
3449007,18373002,Interprets,SNOMED CT
3449007,247888008,Interprets,SNOMED CT
3449007,364644000,Interprets,SNOMED CT
3449007,405045001,Interprets,SNOMED CT
3456001,255324009,Interprets,SNOMED CT
3528008,4327008,Interprets,SNOMED CT
3528008,364393001,Interprets,SNOMED CT
3528008,364644000,Interprets,SNOMED CT
3528008,384759009,Interprets,SNOMED CT
3531009,363896009,Interprets,SNOMED CT
3531009,364644000,Interprets,SNOMED CT
3539006,364644000,Interprets,SNOMED CT
